File,Iterations,BeesNumber,Limit,Operator,MaxTime,TotalCost,TotalPenalty,DrivingCost,AfterHoursCost,CrewCost,GrandTotal,GTR,ExecutionTime
RC201.txt,100,75,40,1,600,0,1803,3660,62,2100,7625,0;0;0;65;0;47;42;72;64;82;16;11;19;99;78;0;59;0;81;49;10;55;68;74;24;77;80;48;0;0;63;31;62;33;28;27;98;18;51;76;84;0;0;34;66;35;26;25;0;14;92;38;29;30;67;41;40;0;39;0;94;22;20;54;89;91;93;0;53;46;37;3;1;4;43;60;0;15;36;88;83;87;79;73;85;57;0;50;32;96;13;17;97;58;100;70;0;0;75;12;5;2;69;61;44;7;86;9;90;56;0;95;45;52;21;23;71;8;6;0;0,N/A
RC202.txt,100,75,40,1,600,0,869,3535,0,2100,6504,0;37;2;91;29;30;94;38;90;0;0;92;0;36;72;83;11;61;87;86;84;0;0;10;3;46;35;43;0;7;33;27;62;71;76;22;53;0;20;97;60;55;54;77;13;0;26;28;42;39;69;52;75;99;67;81;0;50;34;31;88;40;44;9;79;0;0;57;59;66;68;0;78;98;41;4;17;74;56;96;93;80;100;70;0;65;14;1;45;64;23;16;73;82;8;6;0;49;21;32;48;24;25;58;89;0;0;5;12;63;85;15;19;18;51;0;95;47;0;0;0,N/A
RC203.txt,100,75,40,1,600,0,448,3081,18,1800,5347,0;0;0;82;0;0;81;85;24;18;63;62;0;90;73;42;37;29;50;99;87;9;0;54;95;56;66;55;10;12;17;68;25;59;58;93;0;75;48;21;3;67;88;60;8;79;53;0;0;0;52;20;19;97;91;51;83;13;100;70;80;0;39;45;7;64;89;76;15;11;94;71;41;0;0;92;31;26;28;23;34;57;49;22;84;0;6;5;98;86;74;77;35;0;16;47;33;27;30;32;38;40;0;36;65;14;69;44;61;72;96;0;0;78;46;1;2;43;4;0;0;0,N/A
RC204.txt,100,75,40,1,600,0,251,2389,4,1800,4444,0;0;92;56;51;18;48;94;96;64;99;0;91;89;63;27;23;41;38;67;0;0;68;60;73;98;0;53;7;45;2;55;0;0;0;0;0;61;43;1;3;88;90;82;15;11;76;0;84;95;85;66;12;14;97;16;74;58;77;25;57;0;52;10;86;69;0;80;33;72;62;65;0;8;46;5;37;71;4;70;100;0;42;40;39;6;78;59;75;19;49;83;0;50;29;26;28;31;30;34;32;93;35;36;44;79;47;17;81;54;0;87;9;24;20;22;21;13;0;0;0,N/A
RC205.txt,100,75,40,1,600,0,581,3050,33,2000,5664,0;0;90;70;5;61;29;76;99;59;10;0;51;30;33;50;28;85;58;0;20;66;69;32;67;71;54;31;38;81;0;56;49;64;91;16;17;97;13;77;25;0;88;68;93;62;41;44;23;86;21;18;84;0;6;60;73;55;63;89;74;47;100;3;0;22;19;24;94;92;34;26;52;9;11;79;53;72;0;27;0;0;0;0;0;0;95;0;14;12;0;35;36;40;98;82;83;65;0;57;75;45;4;8;2;1;46;37;0;0;80;96;43;42;7;15;78;39;48;87;0,N/A
RC206.txt,100,75,40,1,600,0,685,3082,47,1900,5714,0;83;14;59;11;88;2;79;53;0;0;0;36;16;8;47;73;84;75;97;0;0;39;27;62;95;82;98;12;78;90;0;61;96;40;1;60;10;13;17;0;45;5;15;69;38;67;71;86;99;6;3;46;7;0;0;81;9;55;89;20;25;24;32;0;0;92;0;28;72;29;30;31;33;85;94;44;41;0;57;87;74;4;93;80;48;58;77;0;42;65;23;21;64;63;76;52;18;19;0;0;0;22;49;50;26;66;91;54;56;0;51;34;43;37;68;100;70;35;0;0,N/A
RC207.txt,100,75,40,1,600,0,100,3068,18,2000,5186,0;5;83;21;12;73;27;0;72;0;15;62;67;28;30;29;33;51;86;0;0;90;99;57;55;1;100;36;93;13;25;24;0;0;0;39;69;88;82;75;16;9;63;85;76;18;19;22;80;0;84;58;97;77;48;66;0;0;3;37;35;54;56;0;11;95;45;38;40;41;61;81;74;0;0;78;17;4;60;43;70;68;0;94;50;26;32;34;89;96;0;23;65;44;42;47;14;52;87;8;79;7;46;6;0;53;49;20;10;91;0;0;64;59;2;98;71;31;92;0;0,N/A
RC208.txt,100,75,40,1,600,0,166,2923,86,1500,4675,0;0;0;52;11;23;28;30;84;89;63;85;32;0;2;59;14;90;71;99;67;94;36;44;35;37;0;33;75;9;86;22;76;70;0;0;65;69;82;18;19;7;15;98;3;68;0;31;95;64;92;29;27;21;87;12;20;48;0;24;49;25;57;74;97;80;93;54;0;0;0;0;45;39;38;72;61;79;41;46;6;78;73;81;0;5;83;40;42;62;51;26;34;50;96;0;0;0;0;88;1;4;8;55;56;77;58;0;10;16;47;17;60;53;13;66;91;43;100;0;0,N/A
